phase,exposure_condition,batch_index,batch_size,start_example_index,end_example_index,elapsed_ms,gpu_synchronized_elapsed_ms
adapter_forward,1x,285,16,4560,4575,241.03542498778552,237.83433903008699
adapter_forward,1x,286,16,4576,4591,241.05271400185302,237.80028900364414
adapter_forward,1x,287,16,4592,4607,241.01609503850341,237.92214901186526
adapter_forward,1x,288,16,4608,4623,240.98249501548707,237.90852900128812
adapter_forward,1x,289,16,4624,4639,240.94642599811777,237.85435903118923
adapter_forward,1x,290,16,4640,4655,241.09878396848217,237.99279803643003
adapter_forward,1x,291,16,4656,4671,241.12315400270745,238.04408696014434
adapter_forward,1x,292,16,4672,4687,241.19729304220527,238.09709696797654
adapter_forward,1x,293,16,4688,4703,241.18236399954185,238.03671798668802
adapter_forward,1x,294,16,4704,4719,241.1161339841783,237.95494902879
adapter_forward,1x,295,16,4720,4735,241.15103401709348,238.05525799980387
adapter_forward,1x,296,16,4736,4751,241.23062303988263,238.04716794984415
adapter_forward,1x,297,16,4752,4767,241.38076201779768,238.33755601663142
adapter_forward,1x,298,16,4768,4783,241.19111296022311,238.18136600311846
adapter_forward,1x,299,16,4784,4799,241.19489395525306,238.21965698152781
adapter_forward,1x,300,16,4800,4815,241.33635201724246,238.31353499554098
adapter_forward,1x,301,16,4816,4831,241.53900099918246,238.50566399050876
adapter_forward,1x,302,16,4832,4847,241.32299300981686,238.32721600774676
adapter_forward,1x,303,16,4848,4863,241.08084401814267,238.11688704881817
adapter_forward,1x,304,16,4864,4879,241.32620298769325,238.29698597546667
adapter_forward,1x,305,16,4880,4895,241.34687200421467,238.26862603891641
adapter_forward,1x,306,16,4896,4911,241.17357400245965,238.16070699831471
adapter_forward,1x,307,16,4912,4927,240.98179501015693,238.01856802310795
adapter_forward,1x,308,16,4928,4943,241.11806502332911,238.12820803141221
adapter_forward,1x,309,16,4944,4959,241.03445501532406,238.06830798275769
adapter_forward,1x,310,16,4960,4975,241.02427600882947,238.04730799747631
adapter_forward,1x,311,16,4976,4991,241.12014396814629,238.11112699331716
adapter_forward,1x,312,16,4992,5007,236.84256599517539,233.87126898160204
adapter_forward,1x,313,16,5008,5023,241.02379597024992,238.00411797128618
adapter_forward,1x,314,16,5024,5039,241.20142398169264,238.20422601420432
adapter_forward,1x,315,16,5040,5055,241.50985199958086,238.21337701519951
adapter_forward,1x,316,16,5056,5071,241.14680400816724,238.00810799002647
adapter_forward,1x,317,16,5072,5087,241.1353139905259,238.09215700021014
adapter_forward,1x,318,16,5088,5103,241.03195499628782,237.95567802153528
adapter_forward,1x,319,16,5104,5119,241.07879499206319,238.08528803056106
adapter_forward,1x,320,16,5120,5135,241.18418397847563,238.14427695469931
adapter_forward,1x,321,16,5136,5151,241.29941296996549,238.14131697872654
adapter_forward,1x,322,16,5152,5167,241.18534399894997,238.19022701354697
adapter_forward,1x,323,16,5168,5183,241.22155399527401,238.1656370125711
adapter_forward,1x,324,16,5184,5199,241.20971403317526,238.15845802891999
adapter_forward,1x,325,16,5200,5215,241.25342298066244,238.27730596531183
adapter_forward,1x,326,16,5216,5231,241.43183202249929,238.46663505537435
adapter_forward,1x,327,16,5232,5247,241.22314399573952,238.24528598925099
adapter_forward,1x,328,16,5248,5263,241.38452304759994,238.3098560385406
adapter_forward,1x,329,16,5264,5279,241.31203297292814,238.26414695940912
adapter_forward,1x,330,16,5280,5295,241.29209300735965,238.31011599395424
adapter_forward,1x,331,16,5296,5311,241.60913098603487,238.57677401974797
adapter_forward,1x,332,16,5312,5327,237.17178497463465,234.25695701735094
adapter_forward,1x,333,16,5328,5343,241.37296201661229,238.36345504969358
adapter_forward,1x,334,16,5344,5359,241.40851298579946,238.38806501589715
adapter_forward,1x,335,16,5360,5375,241.43075197935104,238.38396498467773
adapter_forward,1x,336,16,5376,5391,241.40718299895525,238.43707499327138
adapter_forward,1x,337,16,5392,5407,241.38981202850118,238.3919749991037
adapter_forward,1x,338,16,5408,5423,241.39751301845536,238.40793501585722
adapter_forward,1x,339,16,5424,5439,241.41207302454859,238.3144759805873
adapter_forward,1x,340,16,5440,5455,241.36757297674194,238.33809600910172
adapter_forward,1x,341,16,5456,5471,241.27925297943875,238.32529596984386
adapter_forward,1x,342,16,5472,5487,241.36910302331671,238.32299601053819
adapter_forward,1x,343,16,5488,5503,241.53465201379731,238.55071497382596
adapter_forward,1x,344,16,5504,5519,241.46030202973634,238.36879601003602
adapter_forward,1x,345,16,5520,5535,237.10567498346791,234.18176698032767
adapter_forward,1x,346,16,5536,5551,241.21892498806119,238.24215697823092
adapter_forward,1x,347,16,5552,5567,241.08942499151453,238.11355797806755
adapter_forward,1x,348,16,5568,5583,241.2585630081594,238.21782699087635
adapter_forward,1x,349,16,5584,5599,241.22822500066832,238.25388698605821
adapter_forward,1x,350,16,5600,5615,241.16317398147658,238.19276696303859
adapter_forward,1x,351,16,5616,5631,241.08615604927763,238.0883579608053
adapter_forward,1x,352,16,5632,5647,241.19363399222493,238.15778800053522
adapter_forward,1x,353,16,5648,5663,241.15361500298604,238.18488698452711
adapter_forward,1x,354,16,5664,5679,241.24888400547206,238.28310699900612
adapter_forward,1x,355,16,5680,5695,241.28801299957559,238.2368859834969
adapter_forward,1x,356,16,5696,5711,241.2524149985984,238.19797800388187
adapter_forward,1x,357,16,5712,5727,241.33000301662832,238.29974594991654
adapter_forward,1x,358,16,5728,5743,241.17893498623744,238.21387800853699
adapter_forward,1x,359,16,5744,5759,244.50467899441719,241.45945202326402
adapter_forward,1x,360,16,5760,5775,241.41605297336355,238.36693598423153
adapter_forward,1x,361,16,5776,5791,241.54035199899226,238.5555449873209
adapter_forward,1x,362,16,5792,5807,241.37516302289441,238.35871595656499
adapter_forward,1x,363,16,5808,5823,241.45275301998481,238.48079500021413
adapter_forward,1x,364,16,5824,5839,237.36591404303908,234.41797698615119
adapter_forward,1x,365,16,5840,5855,241.5533919702284,238.46561601385474
adapter_forward,1x,366,16,5856,5871,241.40027299290523,238.45468601211905
adapter_forward,1x,367,16,5872,5887,241.5607119910419,238.51445596665144
adapter_forward,1x,368,16,5888,5903,241.59054103074595,238.49311500089243
adapter_forward,1x,369,16,5904,5919,241.58924201037735,238.50902495905757
adapter_forward,1x,370,16,5920,5935,241.52926198439673,238.56175498804078
adapter_forward,1x,371,16,5936,5951,241.50996201205999,238.53686498478055
